row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
391,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.538,0.039,0.13,0.05,0.493,0.215,0.201,0.023,0.005,0.943,0.003,0.012,0.10700389105058365,0.3949416342412452,0.3093385214007782,0.188715953307393,10.0,12.0,0.396,0.207,0.105,0.076,0.224,0.279,12.0,,17.03,1859.0,2589.0,a
392,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.483,0.075,0.309,0.084,0.495,0.303,0.115,0.385,0.003,0.573,0.019,0.014,0.2517275419545903,0.26456071076011844,0.3228035538005923,0.1609081934846989,16.0,7.0,0.322,0.162,0.085,0.064,0.133,0.261,11.0,4.31,22.46,2380.0,1979.0,b
393,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.506,0.055,0.171,0.078,0.49,0.224,0.168,0.008,0.004,0.973,0.0,0.004,0.13505461767626614,0.41708043694141006,0.31082423038728896,0.13704071499503476,11.0,10.0,0.276,0.265,0.095,0.071,0.171,0.299,12.0,,19.39,3600.0,2260.0,b
398,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.375,0.074,0.19,0.071,0.507,0.138,0.312,0.04,0.012,0.886,0.027,0.018,0.05858987090367427,0.2363455809334657,0.33763654419066536,0.3674280039721946,6.0,12.0,0.256,0.151,0.088,0.048,0.156,0.155,11.0,,13.93,2000.0,1060.0,a
400,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.374,0.07,0.298,0.087,0.504,0.201,0.238,0.017,0.0,0.961,0.008,0.012,0.20795107033639143,0.3506625891946993,0.28236493374108057,0.15902140672782875,9.0,13.0,0.334,0.275,0.128,0.112,,0.336,12.0,,25.8,4269.0,1799.0,b
401,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.384,0.076,0.235,0.062,0.493,0.192,0.203,0.02,0.003,0.957,0.012,0.0,0.25200000000000006,0.47400000000000003,0.19000000000000003,0.08400000000000002,9.0,15.0,0.314,0.272,0.12,0.068,,0.382,14.0,,15.2,3829.0,5719.0,a
402,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.508,0.06,0.212,0.046,0.533,0.217,0.171,0.018,0.047,0.886,0.002,0.003,0.18209255533199195,0.4064386317907445,0.24647887323943662,0.16498993963782696,10.0,11.0,0.289,,0.103,0.051,,0.219,13.0,,,1670.0,6700.0,a
403,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.548,0.03,0.116,0.041,0.515,0.235,0.189,0.007,0.009,0.967,0.0,0.015,0.0796812749003984,0.402390438247012,0.31673306772908366,0.201195219123506,13.0,12.0,0.322,0.211,0.084,0.048,0.203,0.267,11.0,,17.82,1750.0,1150.0,b
404,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.462,0.028,0.178,0.132,0.491,0.308,0.174,0.044,0.003,0.933,0.0,0.0,0.0298804780876494,0.3754980079681275,0.401394422310757,0.19322709163346613,14.0,11.0,0.26,,0.088,0.056,,0.191,11.0,,,1140.0,,a
407,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.456,0.047,0.237,0.104,0.492,0.279,0.146,0.024,0.006,0.943,0.011,0.009,0.14726368159203979,0.40398009950248753,0.29850746268656714,0.15024875621890546,15.0,9.0,0.327,0.178,0.119,0.057,,0.281,10.0,,19.51,3639.0,6050.0,a
409,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.465,0.048,0.199,0.073,0.521,0.234,0.163,0.127,0.006,0.801,0.032,0.02,0.09325396825396826,0.2628968253968254,0.3492063492063492,0.29464285714285715,10.0,9.0,0.32,0.133,0.102,0.062,0.114,0.17,9.0,,11.9,2740.0,1810.0,a
410,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.258,0.101,0.202,0.064,0.441,0.207,0.134,0.036,0.074,0.89,0.009,0.009,0.2778884462151395,0.3904382470119522,0.26294820717131473,0.06872509960159363,10.0,10.0,0.381,0.375,0.115,0.149,0.14,0.366,13.0,,30.79,6319.0,3179.0,a
412,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.447,0.053,0.241,0.107,0.499,0.204,0.205,0.032,0.0,0.928,0.0,0.007,0.0859453993933266,0.30940343781597573,0.3862487360970678,0.21840242669362994,10.0,10.0,0.241,0.189,0.08,0.061,0.187,0.221,11.0,,14.1,2030.0,1440.0,a
415,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.397,0.08,0.304,0.13,0.514,0.206,0.226,0.062,0.17,0.735,0.015,0.006,0.2064128256513026,0.3867735470941884,0.2725450901803607,0.1342685370741483,12.0,15.0,0.316,0.229,0.127,0.092,,0.314,10.0,,38.06,4290.0,6350.0,b
416,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.615,0.022,0.202,0.113,0.497,0.222,0.203,0.029,0.0,0.94,0.016,0.002,0.07646474677259185,0.3535253227408142,0.38232373386295926,0.18768619662363453,13.0,18.0,0.328,0.241,0.121,,,0.32,13.0,,,1409.0,1389.0,b
417,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.487,0.059,0.212,0.095,0.497,0.2,0.198,0.029,0.076,0.872,0.01,0.006,0.1686868686868687,0.3242424242424243,0.3090909090909091,0.19797979797979798,9.0,11.0,0.288,0.214,0.12,0.073,0.092,0.257,13.0,2.71,20.45,5260.0,2250.0,b
418,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.437,0.045,0.239,0.068,0.515,0.24,0.173,0.034,0.068,0.882,0.007,0.01,0.22310756972111553,0.40637450199203184,0.24701195219123506,0.12350597609561753,12.0,12.0,0.365,0.286,0.125,0.08,0.116,0.327,14.0,,24.05,3349.0,2660.0,a
419,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.447,0.052,0.266,0.076,0.483,0.233,0.15,0.025,0.117,0.842,0.009,0.008,0.21704658077304265,0.43607532210109023,0.2279484638255699,0.11892963330029734,12.0,11.0,0.355,0.27,0.119,0.078,,0.29,10.0,,29.4,8079.0,1660.0,b
420,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.503,0.056,0.157,0.058,0.514,0.222,0.15,0.011,0.14,0.793,0.0,0.022,0.09054726368159205,0.32139303482587067,0.28258706467661693,0.3054726368159204,11.0,11.0,0.285,0.19,0.091,0.091,0.182,0.232,14.0,4.7,6.3,1699.0,1059.0,a
421,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.529,0.029,0.179,0.081,0.484,0.265,0.168,0.245,0.027,0.636,0.017,0.067,0.20398009950248758,0.35323383084577115,0.30447761194029854,0.13830845771144282,17.0,8.0,0.271,0.088,0.088,0.069,0.101,0.251,13.0,,23.32,1959.0,1260.0,a
422,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.556,0.03,0.167,0.078,0.498,0.197,0.258,0.024,0.0,0.969,0.008,0.0,0.06445115810674723,0.4179254783484391,0.351460221550856,0.1661631419939577,10.0,13.0,0.297,0.14,0.097,,0.195,0.316,11.0,,,2240.0,890.0,b
423,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.437,0.035,0.367,0.172,0.514,0.253,0.199,0.326,0.054,0.6,0.007,0.0,0.18970736629667,0.36932391523713415,0.28657921291624616,0.15438950554994954,13.0,12.0,0.286,,0.107,0.113,,0.266,10.0,,,,3779.0,a
425,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.374,0.086,0.233,0.076,0.503,0.217,0.173,0.027,0.0,0.946,0.007,0.005,0.3047426841574168,0.36326942482341074,0.23309788092835523,0.09889001009081737,14.0,13.0,0.32,0.215,0.099,0.101,,0.34,14.0,,45.28,3380.0,2570.0,a
428,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.497,0.04,0.231,0.147,0.502,0.213,0.237,0.03,0.01,0.94,0.011,0.008,0.1505050505050505,0.37676767676767675,0.2777777777777778,0.19494949494949496,13.0,17.0,0.298,,0.092,,,0.329,10.0,,,,,a
432,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.455,0.043,0.158,0.048,0.468,0.233,0.122,0.048,0.06,0.886,0.002,0.003,0.1174129353233831,0.3761194029850747,0.3502487562189055,0.15621890547263684,12.0,8.0,0.329,0.183,0.1,0.056,0.189,0.22,12.0,,13.85,2460.0,3190.0,a
435,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.487,0.076,0.205,0.091,0.531,0.156,0.332,0.013,0.283,0.696,0.001,0.007,0.09547738693467336,0.33467336683417087,0.29346733668341707,0.2763819095477387,7.0,16.0,0.322,,0.147,0.12,0.185,0.32,12.0,,24.86,11420.0,1610.0,b
436,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.507,0.075,0.129,0.042,0.517,0.238,0.14,0.048,0.104,0.81,0.002,0.032,0.08124373119358075,0.34503510531594783,0.2868605817452357,0.2868605817452357,10.0,9.0,0.29,0.189,0.081,0.084,0.182,0.248,12.0,1.5299999999999998,10.8,2510.0,1739.0,b
438,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.474,0.034,0.273,0.096,0.507,0.274,0.145,0.154,0.002,0.812,0.012,0.011,0.1376518218623482,0.29251012145748984,0.3896761133603239,0.18016194331983806,15.0,9.0,0.264,0.179,0.079,0.065,0.132,0.214,10.0,2.0,18.21,1369.0,1599.0,a
439,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.377,0.097,0.237,0.046,0.519,0.217,0.202,0.019,0.454,0.517,0.0,0.01,0.21485148514851485,0.4386138613861386,0.26435643564356437,0.08217821782178218,9.0,12.0,0.388,0.23,0.185,0.148,,0.354,13.0,,35.55,6439.0,2589.0,a
440,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.418,0.065,0.237,0.078,0.511,0.237,0.163,0.07,0.045,0.871,0.0,0.006,0.17213930348258707,0.364179104477612,0.28756218905472636,0.17611940298507464,13.0,12.0,0.296,0.202,0.115,0.068,0.119,0.293,14.0,5.3,23.87,3119.0,2339.0,a
441,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.549,0.045,0.163,0.046,0.512,0.194,0.16,0.016,0.009,0.959,0.0,0.014,0.07388663967611335,0.3360323886639676,0.26720647773279355,0.3228744939271255,8.0,9.0,0.262,0.175,0.091,0.052,0.165,0.2,10.0,,12.94,1849.0,1390.0,b
443,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.256,0.079,0.21,0.055,0.374,0.157,0.138,0.016,0.279,0.683,0.007,0.002,0.28500496524329694,0.4508440913604767,0.18371400198609733,0.08043694141012911,9.0,12.0,0.36,0.249,0.111,0.098,,0.318,13.0,,17.31,7730.0,,a
449,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.498,0.051,0.279,0.121,0.517,0.267,0.105,0.241,0.08,0.652,0.006,0.003,0.1590909090909091,0.2944664031620553,0.33300395256917,0.2134387351778656,13.0,7.0,0.288,0.131,0.1,0.079,0.202,0.234,10.0,3.1100000000000003,15.25,3979.0,2500.0,b
452,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.345,0.1,0.24,0.051,0.51,0.213,0.159,0.011,0.013,0.985,0.006,0.0,0.2150753768844221,0.43417085427135677,0.25527638190954777,0.09547738693467336,11.0,13.0,0.371,0.305,0.146,0.098,0.096,0.393,13.0,,35.39,4309.0,3600.0,a
454,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.455,0.067,0.153,0.069,0.503,0.227,0.173,0.026,0.01,0.91,0.036,0.005,0.11630218687872763,0.4115308151093439,0.2952286282306163,0.1769383697813121,12.0,10.0,0.292,0.228,0.111,0.07,0.121,0.293,13.0,,13.74,2249.0,2030.0,a
457,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.475,0.075,0.171,0.045,0.502,0.227,0.151,0.024,0.007,0.95,0.01,0.0,0.08991008991008992,0.3676323676323677,0.38561438561438566,0.15684315684315686,10.0,11.0,0.358,0.217,0.1,0.064,0.204,0.248,12.0,,13.49,2329.0,2580.0,b
458,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.48,0.057,0.123,0.027,0.512,0.205,0.167,0.027,0.064,0.86,0.012,0.017,0.09538152610441768,0.35341365461847385,0.32228915662650603,0.22891566265060243,10.0,11.0,0.307,0.218,0.113,0.08,0.171,0.235,13.0,2.0,9.86,1890.0,2360.0,a
459,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.393,0.068,0.264,0.095,0.515,0.259,0.145,0.024,0.35,0.616,0.0,0.004,0.20061099796334014,0.39103869653767825,0.28818737270875766,0.12016293279022404,12.0,10.0,0.363,0.23,0.129,0.134,0.075,0.343,12.0,7.78,38.92,3499.0,1950.0,b
460,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.449,0.073,0.212,0.065,0.513,0.224,0.181,0.009,0.005,0.957,0.004,0.002,0.1943887775551102,0.3987975951903807,0.2725450901803607,0.1342685370741483,12.0,14.0,0.321,0.298,0.106,0.096,0.172,0.33,13.0,,21.85,4959.0,1860.0,a
461,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.366,0.088,0.283,0.097,0.511,0.24,0.169,0.024,0.369,0.603,0.0,0.004,0.21887550200803216,0.3835341365461848,0.29317269076305225,0.10441767068273093,13.0,15.0,0.352,0.254,0.138,0.13,,0.317,13.0,,44.21,8800.0,8729.0,b
462,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.498,0.065,0.129,0.04,0.515,0.2,0.184,0.024,0.008,0.958,0.003,0.004,0.09272183449651046,0.3320039880358923,0.29511465603190423,0.2801595214356929,9.0,11.0,0.287,0.247,0.106,0.077,0.225,0.202,11.0,,9.69,1119.0,900.0,b
463,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.285,0.112,0.231,0.076,0.441,0.197,0.172,0.009,0.03,0.953,0.002,0.0,0.2571428571428572,0.4147783251231527,0.2532019704433498,0.0748768472906404,9.0,9.0,0.362,0.314,0.109,0.117,,0.368,13.0,,41.15,2940.0,7699.0,b
464,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.393,0.069,0.209,0.052,0.516,0.21,0.203,0.023,0.268,0.683,0.008,0.01,0.2074898785425101,0.3562753036437247,0.2732793522267207,0.16295546558704455,10.0,12.0,0.343,0.169,0.149,0.095,,0.289,12.0,9.7,21.59,3449.0,3450.0,a
466,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.497,0.057,0.286,0.142,0.512,0.203,0.217,0.198,0.169,0.605,0.007,0.023,0.12624254473161034,0.25745526838966204,0.2852882703777336,0.33101391650099404,10.0,10.0,0.228,0.137,0.087,0.093,0.15,0.226,11.0,7.13,14.13,1519.0,1280.0,b
468,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.464,0.054,0.245,0.087,0.504,0.24,0.209,0.023,0.0,0.954,0.005,0.002,0.16434262948207173,0.4840637450199203,0.22709163346613548,0.12450199203187251,13.0,12.0,0.31,0.301,0.119,0.063,0.191,0.319,9.0,,19.26,2910.0,4360.0,a
470,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.425,0.089,0.316,0.128,0.505,0.272,0.132,0.113,0.149,0.729,0.009,0.006,0.20614469772051533,0.38850346878097125,0.2983151635282457,0.10703666997026758,15.0,12.0,0.284,0.169,0.1,0.105,,0.312,13.0,,30.02,15279.0,5050.0,b
472,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.504,0.041,0.177,0.092,0.503,0.248,0.176,0.022,0.006,0.957,0.003,0.009,0.0893574297188755,0.4226907630522088,0.31626506024096385,0.17168674698795183,12.0,10.0,0.292,0.214,0.117,0.077,0.078,0.282,13.0,,10.33,3090.0,1839.0,a
473,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.483,0.115,0.249,0.083,0.492,0.17,0.229,0.012,0.0,0.751,0.175,0.001,0.11338100102145045,0.3697650663942798,0.3319713993871297,0.1848825331971399,8.0,13.0,0.337,0.232,0.119,0.072,0.28,0.261,11.0,,20.08,1870.0,1099.0,b
474,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.414,0.057,0.206,0.046,0.51,0.231,0.199,0.019,0.115,0.84,0.003,0.0,0.22132796780684105,0.36519114688128773,0.2937625754527163,0.11971830985915492,10.0,14.0,0.329,0.258,0.154,0.098,,0.361,12.0,,27.36,4740.0,14250.0,a
475,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Mining-dependent,0.551,0.037,0.305,0.1,0.421,0.251,0.12,0.782,0.039,0.155,0.013,0.019,0.3557788944723618,0.3306532663316583,0.2341708542713568,0.07939698492462312,14.0,7.0,0.302,,0.085,0.087,,0.267,8.0,9.33,14.26,6989.0,3479.0,b
477,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.456,0.082,0.209,0.065,0.489,0.21,0.144,0.022,0.069,0.862,0.004,0.016,0.12601626016260162,0.3323170731707317,0.31808943089430897,0.22357723577235772,12.0,10.0,0.324,0.235,0.092,0.078,0.166,0.292,14.0,2.76,14.29,2059.0,1099.0,b
479,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.51,0.033,0.115,0.079,0.465,0.234,0.171,0.025,0.01,0.937,0.013,0.001,0.12374245472837023,0.3058350100603622,0.3732394366197183,0.1971830985915493,17.0,8.0,0.289,0.244,0.087,0.092,0.242,0.315,10.0,,,,,a
481,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.465,0.053,0.28,0.085,0.512,0.293,0.114,0.262,0.241,0.424,0.013,0.031,0.21263791374122368,0.3360080240722167,0.2948846539618856,0.15646940822467403,17.0,9.0,0.393,0.254,0.128,0.082,0.158,0.33,8.0,16.9,13.44,2669.0,1819.0,a
486,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.482,0.05,0.166,0.035,0.5,0.226,0.158,0.025,0.012,0.945,0.005,0.005,0.08838133068520358,0.3594836146971202,0.3922542204568024,0.1598808341608739,11.0,10.0,0.357,0.21,0.096,0.077,0.193,0.209,12.0,,13.47,2289.0,2230.0,a
487,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.465,0.066,0.264,0.05,0.516,0.204,0.114,0.055,0.589,0.314,0.014,0.027,0.1458752515090543,0.22937625754527163,0.2655935613682093,0.35915492957746475,13.0,9.0,0.311,0.197,0.114,0.13,0.194,0.274,12.0,48.0,13.89,1590.0,1139.0,a
490,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.411,0.042,0.382,0.211,0.51,0.284,0.173,0.317,0.056,0.603,0.021,0.002,0.218,0.335,0.298,0.149,11.0,9.0,0.307,,0.106,0.083,,0.279,10.0,,,,3029.0,a
492,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.35,0.069,0.197,0.085,0.447,0.119,0.288,0.015,0.495,0.479,0.0,0.009,0.213,0.298,0.307,0.182,8.0,14.0,0.317,0.17,0.144,0.129,0.122,0.3,13.0,,21.54,9939.0,3309.0,a
495,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.696,0.02,0.202,0.122,0.523,0.224,0.207,0.157,0.002,0.833,0.001,0.011,0.11314984709480122,0.3109072375127421,0.3211009174311927,0.254841997961264,19.0,15.0,0.304,,0.11,,,0.3,13.0,,,,620.0,b
496,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.464,0.034,0.322,0.16,0.52,0.222,0.213,0.215,0.018,0.741,0.011,0.004,0.15361744301288405,0.3161546085232904,0.30426164519326065,0.22596630327056494,11.0,11.0,0.292,0.248,0.107,0.075,0.133,0.285,9.0,,30.93,2080.0,2410.0,a
498,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.514,0.041,0.181,0.13,0.459,0.167,0.173,0.01,0.0,0.967,0.003,0.01,0.1099009900990099,0.33762376237623765,0.30198019801980197,0.2504950495049505,21.0,3.0,0.316,,0.102,,,0.301,10.0,,,,,a
499,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.293,0.13,0.301,0.178,0.503,0.297,0.136,0.066,0.004,0.185,0.733,0.0,0.226,0.333,0.332,0.109,14.0,9.0,0.32,0.182,0.147,0.072,0.134,0.218,10.0,14.7,58.35,1489.0,2920.0,a
500,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.453,0.068,0.155,0.066,0.492,0.182,0.201,0.007,0.023,0.958,0.0,0.003,0.134,0.491,0.224,0.151,9.0,13.0,0.328,0.214,0.118,0.084,0.192,0.279,13.0,1.1,17.33,2310.0,2400.0,a
501,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.548,0.044,0.146,0.069,0.509,0.218,0.178,0.059,0.015,0.908,0.008,0.005,0.12424849699398799,0.4178356713426854,0.23446893787575154,0.22344689378757518,10.0,10.0,0.275,0.206,0.119,0.071,0.163,0.243,13.0,1.71,18.29,3509.0,1739.0,b
503,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.525,0.045,0.09,0.051,0.485,0.245,0.127,0.017,0.016,0.937,0.0,0.011,0.06751467710371821,0.34931506849315064,0.363013698630137,0.22015655577299412,10.0,8.0,0.28,0.262,0.082,0.058,0.166,0.224,12.0,,12.38,2290.0,2069.0,b
505,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.498,0.055,0.198,0.052,0.516,0.221,0.195,0.021,0.095,0.84,0.011,0.012,0.18328298086606243,0.4159113796576032,0.25176233635448136,0.14904330312185296,11.0,11.0,0.349,0.267,0.118,0.093,,0.284,14.0,,28.11,3189.0,2069.0,a
506,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.423,0.054,0.3,0.084,0.502,0.268,0.147,0.555,0.021,0.41,0.022,0.007,0.2152917505030181,0.26861167002012076,0.33400402414486924,0.18209255533199195,14.0,10.0,0.311,0.222,0.112,0.082,0.152,0.269,9.0,11.8,19.54,2990.0,1489.0,a
507,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.538,0.036,0.141,0.059,0.506,0.208,0.18,0.066,0.012,0.902,0.0,0.007,0.13082259663032708,0.42120911793855303,0.23686818632309217,0.21110009910802777,10.0,10.0,0.308,0.215,0.115,0.072,0.163,0.242,13.0,1.8,16.26,3170.0,1739.0,a
509,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.501,0.029,0.248,0.184,0.511,0.222,0.208,0.098,0.019,0.866,0.007,0.0,0.09418837675350701,0.24348697394789579,0.4338677354709419,0.22845691382765532,9.0,12.0,0.274,,0.111,0.075,,0.268,10.0,,,,,a
